"State","Kind","Address","Label","Folder","File","Status","Source"
"0x12","Update","0x00491920","CPlayerHero::UpdateYoungTreeSurfingContact","12 - YoungSurfingMode","update - 0x00491920 - UpdateYoungTreeSurfingContact.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491920_CPlayerHero__UpdateYoungTreeSurfingContact.c"
"0x13","Enter","0x004917B0","CPlayerHero::EnterYoungApplyDamageOnTreeSurfing","13 - YoungApplyDamageOnTreeSurfing","enter - 0x004917B0 - EnterYoungApplyDamageOnTreeSurfing.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004917B0_CPlayerHero__EnterYoungApplyDamageOnTreeSurfing.c"
"0x13","Update","0x00491920","CPlayerHero::UpdateYoungTreeSurfingContact","13 - YoungApplyDamageOnTreeSurfing","update - 0x00491920 - UpdateYoungTreeSurfingContact.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491920_CPlayerHero__UpdateYoungTreeSurfingContact.c"
"0x14","Enter","0x00491740","CPlayerHero::EnterYoungTreeSurfingMinorHit","14 - YoungTreeSurfingMinorHit","enter - 0x00491740 - EnterYoungTreeSurfingMinorHit.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491740_CPlayerHero__EnterYoungTreeSurfingMinorHit.c"
"0x14","Update","0x00491920","CPlayerHero::UpdateYoungTreeSurfingContact","14 - YoungTreeSurfingMinorHit","update - 0x00491920 - UpdateYoungTreeSurfingContact.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491920_CPlayerHero__UpdateYoungTreeSurfingContact.c"
"0x15","Enter","0x004911E0","CPlayerHero::EnterYoungFatalDamageSequence","15 - YoungFatalDamageSequence","enter - 0x004911E0 - EnterYoungFatalDamageSequence.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004911E0_CPlayerHero__EnterYoungFatalDamageSequence.c"
"0x15","Update","0x004913C0","CPlayerHero::UpdateYoungFatalDamageSequence","15 - YoungFatalDamageSequence","update - 0x004913C0 - UpdateYoungFatalDamageSequence.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004913C0_CPlayerHero__UpdateYoungFatalDamageSequence.c"
"0x16","Enter","0x00491780","CPlayerHero::EnterYoungTreeSurfingDamage","16 - YoungTreeSurfingDamage","enter - 0x00491780 - EnterYoungTreeSurfingDamage.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491780_CPlayerHero__EnterYoungTreeSurfingDamage.c"
"0x16","Update","0x00491920","CPlayerHero::UpdateYoungTreeSurfingContact","16 - YoungTreeSurfingDamage","update - 0x00491920 - UpdateYoungTreeSurfingContact.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491920_CPlayerHero__UpdateYoungTreeSurfingContact.c"
"0x17","Enter","0x00491EA0","CPlayerHero::EnterYoungGrabSwing","17 - YoungGrabSwing","enter - 0x00491EA0 - EnterYoungGrabSwing.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491EA0_CPlayerHero__EnterYoungGrabSwing.c"
"0x17","Update","0x00491F50","CPlayerHero::UpdateYoungGrabSwing","17 - YoungGrabSwing","update - 0x00491F50 - UpdateYoungGrabSwing.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491F50_CPlayerHero__UpdateYoungGrabSwing.c"
"0x18","Enter","0x00491F80","CPlayerHero::EnterYoungSwinging","18 - YoungSwinging","enter - 0x00491F80 - EnterYoungSwinging.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00491F80_CPlayerHero__EnterYoungSwinging.c"
"0x18","Update","0x00492040","CPlayerHero::UpdateYoungSwinging","18 - YoungSwinging","update - 0x00492040 - UpdateYoungSwinging.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492040_CPlayerHero__UpdateYoungSwinging.c"
"0x19","Enter","0x00492240","CPlayerHero::EnterYoungSwingMoveToPreviousSegment","19 - YoungSwingMoveToPreviousSegment","enter - 0x00492240 - EnterYoungSwingMoveToPreviousSegment.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492240_CPlayerHero__EnterYoungSwingMoveToPreviousSegment.c"
"0x19","Update","0x004922E0","CPlayerHero::UpdateYoungSwingMoveToPreviousSegment","19 - YoungSwingMoveToPreviousSegment","update - 0x004922E0 - UpdateYoungSwingMoveToPreviousSegment.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004922E0_CPlayerHero__UpdateYoungSwingMoveToPreviousSegment.c"
"0x1A","Enter","0x00492240","CPlayerHero::EnterYoungSwingMoveToPreviousSegment","1A - YoungSwingMoveToPreviousSegment","enter - 0x00492240 - EnterYoungSwingMoveToPreviousSegment.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492240_CPlayerHero__EnterYoungSwingMoveToPreviousSegment.c"
"0x1A","Update","0x004922E0","CPlayerHero::UpdateYoungSwingMoveToPreviousSegment","1A - YoungSwingMoveToPreviousSegment","update - 0x004922E0 - UpdateYoungSwingMoveToPreviousSegment.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004922E0_CPlayerHero__UpdateYoungSwingMoveToPreviousSegment.c"
"0x1B","Enter","0x00492430","CPlayerHero::EnterYoungSwingMoveToNextSegment","1B - YoungSwingMoveToNextSegment","enter - 0x00492430 - EnterYoungSwingMoveToNextSegment.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492430_CPlayerHero__EnterYoungSwingMoveToNextSegment.c"
"0x1B","Update","0x004924E0","CPlayerHero::UpdateYoungSwingMoveToNextSegment","1B - YoungSwingMoveToNextSegment","update - 0x004924E0 - UpdateYoungSwingMoveToNextSegment.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004924E0_CPlayerHero__UpdateYoungSwingMoveToNextSegment.c"
"0x1C","Enter","0x00492600","CPlayerHero::EnterYoungSwingRelease","1C - YoungSwingRelease","enter - 0x00492600 - EnterYoungSwingRelease.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492600_CPlayerHero__EnterYoungSwingRelease.c"
"0x1C","Update","0x004928D0","CPlayerHero::UpdateYoungSwingRelease","1C - YoungSwingRelease","update - 0x004928D0 - UpdateYoungSwingRelease.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004928D0_CPlayerHero__UpdateYoungSwingRelease.c"
"0x1D","Enter","0x00492BE0","CPlayerHero::EnterYoungSwingToClimbableSurface","1D - YoungSwingToClimbableSurface","enter - 0x00492BE0 - EnterYoungSwingToClimbableSurface.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492BE0_CPlayerHero__EnterYoungSwingToClimbableSurface.c"
"0x1D","Update","0x00492C00","CPlayerHero::UpdateYoungSwingToClimbableSurface","1D - YoungSwingToClimbableSurface","update - 0x00492C00 - UpdateYoungSwingToClimbableSurface.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492C00_CPlayerHero__UpdateYoungSwingToClimbableSurface.c"
"0x1E","Enter","0x00492900","CPlayerHero::EnterYoungSwingAttachHold","1E - YoungSwingAttachHold","enter - 0x00492900 - EnterYoungSwingAttachHold.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492900_CPlayerHero__EnterYoungSwingAttachHold.c"
"0x1E","Update","0x004929B0","CPlayerHero::UpdateYoungSwingAttachHold","1E - YoungSwingAttachHold","update - 0x004929B0 - UpdateYoungSwingAttachHold.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004929B0_CPlayerHero__UpdateYoungSwingAttachHold.c"
"0x1F","Enter","0x004929D0","CPlayerHero::EnterYoungSwingPump","1F - YoungSwingPump","enter - 0x004929D0 - EnterYoungSwingPump.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004929D0_CPlayerHero__EnterYoungSwingPump.c"
"0x1F","Update","0x00492B20","CPlayerHero::UpdateYoungSwingPump","1F - YoungSwingPump","update - 0x00492B20 - UpdateYoungSwingPump.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00492B20_CPlayerHero__UpdateYoungSwingPump.c"
"0x20","Enter","0x0048F270","CPlayerHero::EnterYoungClimbableEdgeGrab","20 - YoungClimbableEdgeGrab","enter - 0x0048F270 - EnterYoungClimbableEdgeGrab.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F270_CPlayerHero__EnterYoungClimbableEdgeGrab.c"
"0x20","Update","0x0048F2F0","CPlayerHero::UpdateYoungClimbableEdgeGrab","20 - YoungClimbableEdgeGrab","update - 0x0048F2F0 - UpdateYoungClimbableEdgeGrab.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F2F0_CPlayerHero__UpdateYoungClimbableEdgeGrab.c"
"0x21","Enter","0x0048F330","CPlayerHero::EnterYoungClimbableEdgeHang","21 - YoungClimbableEdgeHang","enter - 0x0048F330 - EnterYoungClimbableEdgeHang.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F330_CPlayerHero__EnterYoungClimbableEdgeHang.c"
"0x21","Update","0x0048F390","CPlayerHero::UpdateYoungClimbableEdgeHang","21 - YoungClimbableEdgeHang","update - 0x0048F390 - UpdateYoungClimbableEdgeHang.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F390_CPlayerHero__UpdateYoungClimbableEdgeHang.c"
"0x22","Enter","0x0048F430","CPlayerHero::EnterYoungClimbableEdgePullUp","22 - YoungClimbableEdgePullUp","enter - 0x0048F430 - EnterYoungClimbableEdgePullUp.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F430_CPlayerHero__EnterYoungClimbableEdgePullUp.c"
"0x22","Update","0x0048F480","CPlayerHero::UpdateYoungClimbableEdgePullUp","22 - YoungClimbableEdgePullUp","update - 0x0048F480 - UpdateYoungClimbableEdgePullUp.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F480_CPlayerHero__UpdateYoungClimbableEdgePullUp.c"
"0x23","Enter","0x0048F5E0","CPlayerHero::EnterYoungClimbableSurfaceJumpOff","23 - YoungClimbableSurfaceJumpOff","enter - 0x0048F5E0 - EnterYoungClimbableSurfaceJumpOff.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F5E0_CPlayerHero__EnterYoungClimbableSurfaceJumpOff.c"
"0x23","Update","0x0048F600","CPlayerHero::UpdateYoungClimbableSurfaceJumpOff","23 - YoungClimbableSurfaceJumpOff","update - 0x0048F600 - UpdateYoungClimbableSurfaceJumpOff.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F600_CPlayerHero__UpdateYoungClimbableSurfaceJumpOff.c"
"0x24","Enter","0x0048FE40","CPlayerHero::EnterYoungDiveAnimation","24 - YoungDiveAnimation","enter - 0x0048FE40 - EnterYoungDiveAnimation.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048FE40_CPlayerHero__EnterYoungDiveAnimation.c"
"0x24","Update","0x0048FF20","CPlayerHero::UpdateYoungDiveAnimation","24 - YoungDiveAnimation","update - 0x0048FF20 - UpdateYoungDiveAnimation.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048FF20_CPlayerHero__UpdateYoungDiveAnimation.c"
"0x25","Enter","0x00490010","CPlayerHero::EnterYoungInWater","25 - YoungInWater","enter - 0x00490010 - EnterYoungInWater.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00490010_CPlayerHero__EnterYoungInWater.c"
"0x25","Update","0x00490140","CPlayerHero::UpdateYoungDiveInWater","25 - YoungInWater","update - 0x00490140 - UpdateYoungDiveInWater.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00490140_CPlayerHero__UpdateYoungDiveInWater.c"
"0x26","Enter","0x004901A0","CPlayerHero::EnterYoungWaterIdle","26 - YoungWaterIdle","enter - 0x004901A0 - EnterYoungWaterIdle.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004901A0_CPlayerHero__EnterYoungWaterIdle.c"
"0x26","Update","0x004901C0","CPlayerHero::UpdateYoungWaterIdle","26 - YoungWaterIdle","update - 0x004901C0 - UpdateYoungWaterIdle.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004901C0_CPlayerHero__UpdateYoungWaterIdle.c"
"0x27","Enter","0x0048FD80","CPlayerHero::EnterYoungWaterTurn","27 - YoungWaterTurn","enter - 0x0048FD80 - EnterYoungWaterTurn.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048FD80_CPlayerHero__EnterYoungWaterTurn.c"
"0x27","Update","0x0048FDC0","CPlayerHero::UpdateYoungWaterTurn","27 - YoungWaterTurn","update - 0x0048FDC0 - UpdateYoungWaterTurn.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048FDC0_CPlayerHero__UpdateYoungWaterTurn.c"
"0x28","Enter","0x00490300","CPlayerHero::EnterYoungSwimForward","28 - YoungSwimForward","enter - 0x00490300 - EnterYoungSwimForward.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00490300_CPlayerHero__EnterYoungSwimForward.c"
"0x28","Update","0x00490380","CPlayerHero::UpdateYoungSwimForward","28 - YoungSwimForward","update - 0x00490380 - UpdateYoungSwimForward.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00490380_CPlayerHero__UpdateYoungSwimForward.c"
"0x29","Enter","0x00490560","CPlayerHero::EnterYoungApplyDamageInWater","29 - YoungApplyDamageInWater","enter - 0x00490560 - EnterYoungApplyDamageInWater.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\00490560_CPlayerHero__EnterYoungApplyDamageInWater.c"
"0x29","Update","0x004905B0","CPlayerHero::UpdateYoungApplyDamageInWater","29 - YoungApplyDamageInWater","update - 0x004905B0 - UpdateYoungApplyDamageInWater.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\004905B0_CPlayerHero__UpdateYoungApplyDamageInWater.c"
"0x2A","Enter","0x0048F730","CPlayerHero::EnterYoungClimbableWallGrab","2A - YoungClimbableWallGrab","enter - 0x0048F730 - EnterYoungClimbableWallGrab.c","refreshed_patched","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\young_state_refreshed_decomp\0048F730_CPlayerHero__EnterYoungClimbableWallGrab.c"
